index,origin_id,origin_date,split,decision_document_id,decision_url,decision_text_sha256
30,decision_close_2017_7,2017-10-26,train,PPK_2017_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2017/duy2017-40,a49006abdf05a6661c3c3eae25470012d5e88d13dcdbf77287be3462e6f68928
31,decision_close_2017_8,2017-12-14,train,PPK_2017_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2017/duy2017-48,9f30d6a9fbf032aae0d75f7374b25e04d187417fbd9b8015b094668a4794c8d3
32,decision_close_2018_1,2018-01-18,train,PPK_2018_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-01,b2551723e70d02b7957ec22680a7a196e7aef1753de83f9aedbf16dc758980d6
33,decision_close_2018_2,2018-03-07,train,PPK_2018_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-05,6e9bc01ff7e0825bf68ad1944ffc4db7900673a86a74e6567558b8406d5722d9
34,decision_close_2018_3,2018-04-25,train,PPK_2018_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-10,b6026e285dcf8100e860c3f3011c0596f56fbb7dc8a8ba208c07cf2246ada4d9
35,decision_close_2018_4,2018-05-23,train,PPK_2018_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-18,f26e940b3b1e9f000c6f4720a7e8785d630735de61409cc4cdd6cbf34fa606c5
36,decision_close_2018_5,2018-06-07,train,PPK_2018_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-23,bce4262d661ee89ea6c20f4f46c63177118105f8c19a79b5251da51587b049f4
37,decision_close_2018_6,2018-07-24,train,PPK_2018_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-27,90dce8eeb03368e1c1609f3677bfa24bac1b208ed68c2e392d77be073aeb565f
38,decision_close_2018_7,2018-09-13,train,PPK_2018_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-38,ca24100f92f80bd61883d9519a831141e43bd740c2992362932859939d8c5e7f
39,decision_close_2018_8,2018-10-25,train,PPK_2018_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-44,c257e89c18bdfba32db3f75458fc45796125c8a950eccd42b19368099a51ece3
40,decision_close_2018_9,2018-12-13,train,PPK_2018_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2018/duy2018-48,bb07943fd42bc9ee7762d00519df70782b7c0044670bd71ab76c66e222e7fb6d
41,decision_close_2019_1,2019-01-16,train,PPK_2019_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-01,ccd7909bbf8f82aa16f0992f288d204eaf56fdd7244e12774f40c5a506491f69
42,decision_close_2019_2,2019-03-06,train,PPK_2019_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-10,669fd790649ec1c2ca0d8775821d4d8e2ba92e3e6e991a257fa2b0640574049f
43,decision_close_2019_3,2019-04-25,train,PPK_2019_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-16,ec7359f305acb60b7801ef55ca1bc0c5d4f0488e9911e096d30277091f4f6c20
44,decision_close_2019_4,2019-06-12,train,PPK_2019_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-23,eaa29debc4c07406cf9caca6cea372f736cd53bfd8e05343e7ba14ab947b6dca
45,decision_close_2019_5,2019-07-25,train,PPK_2019_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-29,594f1ae6ae16333596bea193438e7b61e1f1f8151b86e11f5f71420c5c772a90
46,decision_close_2019_6,2019-09-12,train,PPK_2019_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-36,468f4b7413fac20dad1c8e3355d6a85a68c4dc5942d44947b3d928889a3f47e0
47,decision_close_2019_7,2019-10-24,train,PPK_2019_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-42,447b8995cf3837cd77daa326192d33c6c197a05e59ea7051e1634f2687cf4f43
48,decision_close_2019_8,2019-12-12,train,PPK_2019_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2019/duy2019-49,e79934d07874964ac299df2a87a38a88d0ddf38f165fa9ce811329d74f5e611b
49,decision_close_2020_1,2020-01-16,train,PPK_2020_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-01,0ecd5f84f45be7e2487f92791941792e39696a06bbe06f6bb83b71d14efea502
50,decision_close_2020_2,2020-02-19,train,PPK_2020_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-08,1e8c59f27584683ef70e23e8af892d25eb67aae53968add1e5a970b73e03a33f
51,decision_close_2020_3,2020-03-17,train,PPK_2020_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-15,649b07bc7f5d8dbe11380a51980f60ca8fe55cc1aae3246ae6e4d83c11070e5d
52,decision_close_2020_4,2020-04-22,train,PPK_2020_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-23,42aa76a2147eafa9bc015f32af74f52b1dc5f38410033f3115f9d84715699fad
53,decision_close_2020_5,2020-05-21,train,PPK_2020_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-30,516bc3b94b75ac7e9bd803df7356902a768e59931c166d375e57a6bbbf3942c9
54,decision_close_2020_6,2020-06-25,train,PPK_2020_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-35,1761a128f9ae8cead50fa0304fec88ee749ca26d071aa38ad2fe1a41f8f3eccc
55,decision_close_2020_7,2020-07-23,train,PPK_2020_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-38,2f8aec6c7dee38ad74c623d94833371cfeaea901bea85cfeeb8ebed36e5af2f6
56,decision_close_2020_8,2020-08-20,train,PPK_2020_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-49,e10a2d9bb2c12d840d467f6577d2ade7267f5973eea782d749f6435a934363ac
57,decision_close_2020_9,2020-09-24,train,PPK_2020_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-58,f8aa56f8d4a1028562b9ad2b3b8ecf23a052f3aa79e61ce14b77a186040c0d73
58,decision_close_2020_10,2020-10-22,train,PPK_2020_10_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-61,0a6b5c1537ee10dbfa9ccd2e85446e31d869d92e0c5efecbc0e48254ab50ab7a
59,decision_close_2020_11,2020-11-19,train,PPK_2020_11_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-68,ce1cc426d57180f7fecc3439246785e928cb29cfb11db71f380bfb475315c424
60,decision_close_2020_12,2020-12-24,train,PPK_2020_12_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2020/duy2020-75,244291b45b0a1d7ee9b2408abaf61143e07a285ea94ec345fc5a98f1331e28c3
61,decision_close_2021_1,2021-01-21,train,PPK_2021_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-02,69546142a3cd881f0e6a6f211245b18c59f26063e62b33d21bb32643ddbf04ae
62,decision_close_2021_2,2021-02-18,train,PPK_2021_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-09,4c3a3b4af0ce61a54e6a07442d7efb52fdc2397c0637365f38b9e4ef90d323f3
63,decision_close_2021_3,2021-03-18,train,PPK_2021_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-13,5a7bd35b36745cbf5a0de45580b6984a17bc9b3ce32ace0ea91818a0855893d6
64,decision_close_2021_4,2021-04-15,train,PPK_2021_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-16,40420b9777154c09c047730821b522d027776123a0f4b176ded0b040638e6e7c
65,decision_close_2021_5,2021-05-06,train,PPK_2021_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-21,ad3b71e2577b673b1b6b6505da77eee22ffaa8909d52cb5ac4a1f56c260960f3
66,decision_close_2021_6,2021-06-17,train,PPK_2021_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-25,6b7e1ada1ad15278c36a4dd5af943576881972977ad73bd2c67710c08d8ea041
67,decision_close_2021_7,2021-07-14,train,PPK_2021_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-30,928ad6f325a3ff0f26cc894579ef5c891c68ccaa7fd2da9edefa21908b9a8f0f
68,decision_close_2021_8,2021-08-12,train,PPK_2021_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-33,6b490052be104e2fe9c09f944918d77ff9e1e85ae67aa20d2fea9ab82670eda1
69,decision_close_2021_9,2021-09-23,train,PPK_2021_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-42,92bbea9aa67820fcb139216dd4ebd3f550c1ee0996d367bb57723c6126ff1e8b
70,decision_close_2021_10,2021-10-21,train,PPK_2021_10_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-45,1014c24db210c422c0643205a7b2e505ead067e7ec90b8980834c57ac8f0d5cb
71,decision_close_2021_11,2021-11-18,train,PPK_2021_11_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-49,c193f3ba4fd3b8931e2d66f82aa88248217f1b58a117ca407e46f9011435dd53
72,decision_close_2021_12,2021-12-16,train,PPK_2021_12_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2021/duy2021-59,bda55d5ffb97f959ec8da6cb8458a5dd7a9106bd3a81ae1a8854609d661cdd60
73,decision_close_2022_1,2022-01-20,train,PPK_2022_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-05,badfc5238658fd6b660de56069cd34617fa3bfb41fa63a3ed314e10d0584ae45
74,decision_close_2022_2,2022-02-17,train,PPK_2022_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-14,31209ac11528ca4326e1fe57ee9d0804c090808d1db8b035bf30a014f2b5d341
75,decision_close_2022_3,2022-03-17,train,PPK_2022_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-18,15be89930adfe919e5888d4a1f70d9e008e59bacc74237e793bc8f76071aca5f
76,decision_close_2022_4,2022-04-14,train,PPK_2022_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-21,454ab816f66d838c1870c250b94059d7bdfa07ac14939617b88f130e5a1c6772
77,decision_close_2022_5,2022-05-26,train,PPK_2022_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-26,9c8501a5b8b703e7d196c680ebdbf62dceb740a507ad1f8428b343fbd7556ae4
78,decision_close_2022_6,2022-06-23,train,PPK_2022_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-29,4b013519aac2c36fbe6a6effb0ce3d041578095ce253acedae337ff5daafde27
79,decision_close_2022_7,2022-07-21,train,PPK_2022_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-32,0228f22dfaeb880f797a52086fab9046b8e760e4ca89fc4ab930a754c652a7ea
80,decision_close_2022_8,2022-08-18,validation,PPK_2022_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-35,58fee819c31ed69ef992f61a998c3ee8b06fb0a7a0878df1d865dc1f642203d9
81,decision_close_2022_9,2022-09-22,validation,PPK_2022_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-38,5cea78acba1c30eb88d4bb9901a7451353f5f6ca1608a9df9938383c7749507e
82,decision_close_2022_10,2022-10-20,validation,PPK_2022_10_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-42,b06e7a7a88da2255065fddd054bc8fba02562f35ebefd952aa79ed5b2982ce83
83,decision_close_2022_11,2022-11-24,validation,PPK_2022_11_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-47,c2ef202b09e8fc23c96c472150c0e463d818ee81711925f1a196fc112a6f695f
84,decision_close_2022_12,2022-12-22,validation,PPK_2022_12_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2022/duy2022-51,6ea120aac126517daf1e9fc71ce23899ebe1c8a60b67e0710de4266f6c6bd36c
85,decision_close_2023_1,2023-01-19,validation,PPK_2023_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-03,0a5fe7c9e73498d7eb9481f4f5fec838ff87484dd0985f3fd4d71df70f4e8441
86,decision_close_2023_2,2023-02-23,validation,PPK_2023_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-10,88256f94f9474bba225241420aca37de857cc2d70c4937989523b7ff7b247319
87,decision_close_2023_3,2023-03-23,validation,PPK_2023_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-12,09a445518f03b3bb7efe75035c4507349a332a92339d2452008e4c50e0984d6c
88,decision_close_2023_4,2023-04-27,validation,PPK_2023_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-17,9e8aa90c6449c4c865c373d8468b989c3e59b55dae62dc6035110786a9424952
89,decision_close_2023_5,2023-05-25,validation,PPK_2023_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-20,94d7c7b845aebb9edd98f73b9d472a09c5bdb7fa766ef66ee63df7916d8ca2cd
90,decision_close_2023_6,2023-06-22,validation,PPK_2023_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-22,9479498258ecbdf68d63ff72984c21282d73e9eedc92db124a94fb33d4cb7b5f
91,decision_close_2023_7,2023-07-20,validation,PPK_2023_7_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-25,90415ba814c17085c020ba053a0ce40afd2eef4141b9e643e4ce33f645eb01a1
92,decision_close_2023_8,2023-08-24,validation,PPK_2023_8_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-32,c153dd43775c6f1f9cf6819d6a8c7c9d8b44fa2481cee9b9a9378f34ef335d69
93,decision_close_2023_9,2023-09-21,validation,PPK_2023_9_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-35,5e0fcd9ce8f44ceac9b4195812efdac7f6b0aefdee8285eef54e5c539df828a3
94,decision_close_2023_10,2023-10-26,validation,PPK_2023_10_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-39,1270649c60b2cc0f5887c5d7c5b42f05899cc12a2d3e900dc03fc874979def68
95,decision_close_2023_11,2023-11-23,validation,PPK_2023_11_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-45,9d1d538f0b9b8bc7460a80672ce68750f33366a1fd8b75ac06a5d7ce51aecbc4
96,decision_close_2023_12,2023-12-21,validation,PPK_2023_12_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2023/duy2023-51,6b26b2af2cda8199845d2209d64c99884f6b7a6fb028fadd5c29850dfae24a9d
97,decision_close_2024_1,2024-01-25,validation,PPK_2024_1_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-01,e3d9551e31b6effef57aea0f7958d1aee148e09eb5b290fae65d7585aaef95f7
98,decision_close_2024_2,2024-02-22,test,PPK_2024_2_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-09,29fc230abd6489314e063b26c434f81f9ade1148b3fdab5ab682bbf72aba3503
99,decision_close_2024_3,2024-03-21,test,PPK_2024_3_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-14,7c714223d78f892cf83468acf8861d6f29969089d2a74222f010c88bfec313bc
100,decision_close_2024_4,2024-04-25,test,PPK_2024_4_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-22,482e9dd725fdabc24e658f338852338538af6721d48ae71a2e9b97b237b910b4
101,decision_close_2024_5,2024-05-23,test,PPK_2024_5_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-28,ecacf39c2a92365c49409a869a448e96d256224935c408245097480985ac9b30
102,decision_close_2024_6,2024-06-27,test,PPK_2024_6_karar,https://www.tcmb.gov.tr/wps/wcm/connect/tr/tcmb+tr/main+menu/duyurular/basin/2024/duy2024-33,073b76bb3ccaf6092319698154ee84d28db4c9cdd51cbdc7c6ef55c94f4cdc45
