index,origin_id,origin_date,split,item_id,inflation_pressure_score,inflation_pressure_evidence,inflation_pressure_zero_reason,inflation_pressure_note,demand_pressure_score,demand_pressure_evidence,demand_pressure_zero_reason,demand_pressure_note,forward_policy_bias_score,forward_policy_bias_evidence,forward_policy_bias_zero_reason,forward_policy_bias_note
10,decision_close_2015_11,2015-11-24,train,T-2a87bae57ada,0,"Enerji fiyatlarındaki gelişmeler enflasyonu olumlu yönde etkilemeye devam etmektedir. Bununla birlikte, birikimli döviz kuru hareketleri çekirdek enflasyon eğilimindeki iyileşmeyi geciktirmektedir.",mixed_balanced,,0,Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir. Avrupa Birliği ülkelerinin talebindeki artışın da katkısıyla büyüme kompozisyonu net ihracat lehine değişmektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",maintain_only,
11,decision_close_2015_12,2015-12-22,train,T-96ac4f4519ff,0,"Enerji fiyatlarındaki gelişmeler enflasyonu olumlu yönde etkilemeye devam etmektedir. Bununla birlikte, birikimli döviz kuru hareketleri çekirdek enflasyon eğilimindeki iyileşmeyi geciktirmektedir.",mixed_balanced,,0,Sıkı para politikası duruşunun ve alınan makroihtiyati önlemlerin etkisiyle yıllık kredi büyüme hızları makul düzeylerde seyretmektedir. Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir. Avrupa Birliği ülkelerinin talebindeki artışın da katkısıyla büyüme kompozisyonu net ihracat lehine değişmektedir.,mixed_balanced,,-1,"Kurul, küresel para politikalarındaki normalleşmenin başlaması ile birlikte oynaklıklarda gözlenen düşüşün kalıcı olması halinde önümüzdeki toplantıdan itibaren para politikasındaki sadeleşme adımlarına başlanabileceğini değerlendirmiştir.",,
12,decision_close_2016_1,2016-01-19,train,T-6b0945a3dd66,0,"Enerji fiyatlarındaki gelişmeler enflasyonu olumlu yönde etkilemeye devam etmektedir. Bununla birlikte, artan maliyet unsurları çekirdek enflasyon eğilimindeki iyileşmeyi sınırlamaktadır",mixed_balanced,,0,Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir. Artan jeopolitik risklere karşın Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",maintain_only,
13,decision_close_2016_2,2016-02-23,train,T-86944fe5f34d,0,"Enerji fiyatlarındaki gelişmeler enflasyonu olumlu yönde etkilemeye devam etmektedir. Bununla birlikte, artan maliyet unsurları çekirdek enflasyon eğilimindeki iyileşmeyi sınırlamaktadır.",mixed_balanced,,0,Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir. Artan jeopolitik risklere karşın Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi güçlenerek sürmektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",maintain_only,
14,decision_close_2016_3,2016-03-24,train,T-4ccb23c78f43,0,"Bununla birlikte, çekirdek enflasyon eğilimindeki iyileşmenin sınırlı olması likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",mixed_balanced,,0,Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir.,mixed_balanced,,0,"Bununla birlikte, çekirdek enflasyon eğilimindeki iyileşmenin sınırlı olması likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",maintain_only,
15,decision_close_2016_4,2016-04-20,train,T-6e31f016fff6,0,"Enflasyon yakın dönemde belirgin bir düşüş sergilemiştir. Temelde işlenmemiş gıda kaynaklı gerçekleşen bu düşüşün kısa vadede devam edeceği öngörülmektedir. Bununla birlikte, çekirdek enflasyon eğilimindeki iyileşmenin sınırlı olması likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",mixed_balanced,,0,Dış ticaret hadlerindeki olumlu gelişmeler ve tüketici kredilerinin ılımlı seyri cari dengedeki iyileşmeyi desteklemektedir. Artan jeopolitik risklere karşın Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi güçlenerek sürmektedir. Açıklanan veriler ile öncü göstergeler iktisadi faaliyetin ılımlı ve istikrarlı büyüme eğilimini koruduğunu göstermektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",maintain_only,
16,decision_close_2016_5,2016-05-24,train,T-d73e863a9217,0,"Son dönemde enflasyonda, temelde işlenmemiş gıda fiyatları kaynaklı olarak, belirgin bir düşüş gözlenmektedir. Bununla birlikte, çekirdek enflasyon eğilimindeki iyileşmenin sınırlı olması likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",mixed_balanced,,0,Sıkı para politikası duruşunun ve alınan makroihtiyati önlemlerin etkisiyle yıllık kredi büyüme hızları makul düzeylerde seyretmektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",mixed_balanced,
17,decision_close_2016_6,2016-06-21,train,T-735cbb49abe8,0,"Son aylarda işlenmemiş gıda fiyatlarının olumlu seyri ve çekirdek enflasyon eğilimindeki iyileşmeye bağlı olarak enflasyonda belirgin bir düşüş gözlenmiştir. Bununla birlikte, hizmet enflasyonundaki ve birim işgücü maliyetlerindeki gelişmeler likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",mixed_balanced,,1,"İç talep büyümeye pozitif katkı verirken, Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir. Bu çerçevede, iktisadi faaliyet ılımlı ve istikrarlı büyüme eğilimini korumaktadır.",,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler dikkate alınarak para politikasındaki sıkı duruş sürdürülecektir.",maintain_only,
18,decision_close_2016_7,2016-07-19,train,T-4fd7fe4db0fd,0,Çekirdek enflasyonun ise kademeli düşüşünü sürdürmesi beklenmektedir.,mixed_balanced,,1,iktisadi faaliyet ılımlı ve istikrarlı büyüme eğilimini korumaktadır,,,0,para politikasındaki sıkı duruş sürdürülecektir.,maintain_only,
19,decision_close_2016_8,2016-08-23,train,T-ee8c927aeb4a,0,"Son aylarda belirgin artışlar gösteren işlenmemiş gıda fiyatlarının kısa vadede aşağı yönlü düzeltme yapabileceği öngörülmektedir. Çekirdek enflasyonun ise kademeli düşüşünü sürdürmesi beklenmektedir. Bununla birlikte, enflasyon görünümüne dair gelişmeler likidite politikasındaki sıkı duruşun korunmasını gerektirmektedir.",mixed_balanced,,0,Sıkı para politikası duruşunun ve alınan makroihtiyati önlemlerin etkisiyle yıllık kredi büyüme hızları makul düzeylerde seyretmektedir.,mixed_balanced,,0,"Bu doğrultuda Kurul, para politikası etkinliğine sağladığı katkı da dikkate alınarak, sadeleşme yönünde ölçülü ve temkinli bir adım atılmasına karar vermiştir.",maintain_only,
20,decision_close_2016_9,2016-09-22,train,T-8f80a6396781,0,"Toplam talepteki yavaşlama çekirdek enflasyondaki kademeli düşüşü desteklerken gıda fiyatlarındaki aşağı yönlü seyrin de etkisiyle kısa vadede enflasyonda düşüş öngörülmektedir. Bununla birlikte, akaryakıt ürünlerindeki vergi ayarlaması ve diğer maliyet unsurlarındaki gelişmeler enflasyondaki iyileşmeyi sınırlamakta ve para politikasındaki temkinli duruşun korunmasını gerektirmektedir.",mixed_balanced,,-1,Son dönemde açıklanan veriler ve yılın üçüncü çeyreğine dair göstergeler iktisadi faaliyetin ivme kaybettiğine işaret etmektedir. Mevcut durumda genel finansal koşulların sıkı olduğu değerlendirilmektedir.,,,0,"Bununla birlikte, akaryakıt ürünlerindeki vergi ayarlaması ve diğer maliyet unsurlarındaki gelişmeler enflasyondaki iyileşmeyi sınırlamakta ve para politikasındaki temkinli duruşun korunmasını gerektirmektedir.",maintain_only,
21,decision_close_2016_10,2016-10-20,train,T-4bd5975271de,0,"Toplam talepteki yavaşlama çekirdek enflasyondaki kademeli düşüşü desteklemektedir. Bununla birlikte, döviz kuru ve diğer maliyet unsurlarındaki gelişmeler enflasyon görünümündeki iyileşmeyi sınırlamakta ve para politikasındaki temkinli duruşun korunmasını gerektirmektedir.",mixed_balanced,,0,Son dönemde açıklanan veriler ve yılın üçüncü çeyreğine dair göstergeler iktisadi faaliyetin ivme kaybettiğine işaret etmektedir,mixed_balanced,,0,"Bu değerlendirmeler çerçevesinde Kurul, faiz oranlarının sabit tutulmasına karar vermiştir. Kurul, para politikasında sadeleşme sürecindeki bir sonraki adımın yönü ve zamanlamasının verilere göre şekilleneceğini belirtmiştir.",maintain_only,
22,decision_close_2016_11,2016-11-24,train,T-2d365c46b422,0,"Toplam talepteki yavaşlama enflasyondaki düşüşü desteklemektedir. Bununla birlikte, yakın dönemde küresel belirsizliklerdeki artış ve yüksek oynaklıklara bağlı olarak yaşanan döviz kuru hareketleri enflasyon görünümüne dair yukarı yönlü risk oluşturmaktadır.",mixed_balanced,,-1,Son dönemde açıklanan veriler yılın üçüncü çeyreğinde iktisadi faaliyette ivme kaybına işaret etmektedir.,,,0,"Önümüzdeki dönemde para politikası kararları enflasyon görünümüne bağlı olacaktır. Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek para politikasındaki temkinli duruş sürdürülecektir.",maintain_only,
23,decision_close_2016_12,2016-12-20,train,T-5d26d9910634,0,"Yakın dönemde küresel belirsizliklerdeki artışa bağlı olarak yaşanan döviz kuru hareketleri ve petrol fiyatlarındaki yükseliş enflasyon görünümüne dair yukarı yönlü risk oluşturmaktadır. Öte yandan, toplam talep gelişmeleri bu etkileri sınırlamaktadır.",mixed_balanced,,0,Son dönemde açıklanan veriler iktisadi faaliyetin yılın üçüncü çeyreğinde ivme kaybettikten sonra dördüncü çeyrekte kısmi bir toparlanma sergilediğine işaret etmektedir.,mixed_balanced,,0,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek para politikasındaki temkinli duruş sürdürülecektir.",maintain_only,
24,decision_close_2017_1,2017-01-24,train,T-ab4ebfebc8fb,1,"Bununla birlikte, son Kurul toplantısından bu yana döviz kurlarında gözlenen aşırı hareketlilik enflasyon görünümüne dair yukarı yönlü riskleri artırmıştır. Döviz kuru gelişmelerinin gecikmeli etkisi ve işlenmemiş gıda fiyatlarındaki oynaklık nedeniyle kısa vadede enflasyondaki belirgin yükselişin devam edebileceği öngörülmektedir.",,,-1,İç talep göreli olarak daha zayıf seyrederken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,"Bu çerçevede Kurul, enflasyon görünümündeki bozulmayı sınırlamak amacıyla parasal sıkılaştırmanın güçlendirilmesine karar vermiştir.",,
25,decision_close_2017_2,2017-03-16,train,T-508daa632a3d,1,Son aylarda yaşanan maliyet yönlü gelişmeler ve gıda fiyatlarındaki oynaklık enflasyonun hızlı bir yükseliş göstermesine neden olmuştur. Döviz kuru hareketlerinin gecikmeli yansımaları ve işlenmemiş gıda fiyatlarındaki baz etkisi nedeniyle kısa vadede enflasyondaki belirgin yükselişin devam edebileceği öngörülmektedir.,,,0,İç talep göreli olarak daha zayıf seyrederken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir,mixed_balanced,,1,"Enflasyon görünümünde belirgin bir iyileşme sağlanana kadar para politikasındaki sıkı duruş sürdürülecektir. Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
26,decision_close_2017_3,2017-04-26,train,T-d5e55671ac7f,1,Son aylarda yaşanan maliyet yönlü gelişmeler ve gıda fiyatlarındaki oynaklık enflasyonun hızlı bir yükseliş göstermesine neden olmuştur. Yakın dönemde risk iştahında gözlenen artış maliyet kaynaklı baskıları bir miktar sınırlasa da enflasyonun bulunduğu yüksek seviyeler fiyatlama davranışlarına dair risk oluşturmaktadır.,,,0,Son dönemde açıklanan veriler iktisadi faaliyetin kademeli bir toparlanma sergilediğine işaret etmektedir. İç talepte kısmi bir iyileşme gözlenirken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,mixed_balanced,,1,"Bu çerçevede Kurul, enflasyon görünümündeki bozulmayı sınırlamak amacıyla parasal sıkılaştırmanın güçlendirilmesine karar vermiştir.",,
27,decision_close_2017_4,2017-06-15,train,T-dd27cef055f3,1,"Son aylarda yaşanan maliyet yönlü gelişmeler ve gıda fiyatlarında beklenen kısmi düzeltmenin sınırlayıcı etkisine rağmen, enflasyonun bulunduğu yüksek seviyeler fiyatlama davranışlarına dair risk oluşturmaktadır.",,,1,Son dönemde açıklanan veriler iktisadi faaliyetteki toparlanmanın güçlendiğine işaret etmektedir,,,1,Enflasyon görünümünde belirgin bir iyileşme sağlanana kadar para politikasındaki sıkı duruş sürdürülecektir.,,
28,decision_close_2017_5,2017-07-27,train,T-283058ca0098,1,"Son aylarda yaşanan maliyet yönlü gelişmeler ve gıda fiyatlarında beklenen kısmi düzeltmenin sınırlayıcı etkisine rağmen, enflasyonun bulunduğu yüksek seviyeler fiyatlama davranışlarına dair risk oluşturmaktadır.",,,1,İç talepte iyileşme gözlenirken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir. Alınan destekleyici teşvik ve tedbirlerin katkısıyla iktisadi faaliyet gücünü korumaktadır.,,,1,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
29,decision_close_2017_6,2017-09-14,train,T-3bf93e323e2b,1,Enflasyonun bulunduğu yüksek seviyeler ve çekirdek enflasyon göstergelerine ilişkin gelişmeler fiyatlama davranışlarına dair risk oluşturmaktadır.,,,1,Son dönemde açıklanan veriler iktisadi faaliyetteki toparlanmanın güç kazandığına işaret etmektedir. İç talepteki iyileşme devam ederken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
30,decision_close_2017_7,2017-10-26,train,T-a4dc7fc0e0aa,1,Enflasyonun bulunduğu yüksek seviyeler ve çekirdek enflasyon görünümüne ilişkin gelişmeler fiyatlama davranışlarına dair risk oluşturmaya devam etmektedir.,,,1,Son dönemde açıklanan veriler iktisadi faaliyetin güçlü seyrettiğine işaret etmektedir. İç talepteki iyileşme devam ederken Avrupa Birliği ülkelerinin talebindeki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,"Enflasyon görünümünde belirgin bir iyileşme ve hedeflerle uyum sağlanana kadar para politikasındaki sıkı duruş kararlılıkla sürdürülecektir. Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
31,decision_close_2017_8,2017-12-14,train,T-7efb3d973631,1,Enflasyonun bulunduğu yüksek seviyeler ve yakın dönemde yaşanan maliyet gelişmeleri beklentiler ve fiyatlama davranışlarına dair riskleri artırmıştır.,,,1,2017 yılı genelinde toplam talep güçlü bir seyir izlerken kredilerde hızlı bir artış gözlenmiştir. Son dönemde açıklanan veriler iktisadi faaliyetin gücünü koruduğuna işaret etmektedir. İç talepteki iyileşme devam ederken dış talepteki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,Enflasyon görünümünde belirgin bir iyileşme ve hedeflerle uyum sağlanana kadar para politikasındaki sıkı duruş kararlılıkla sürdürülecektir.,,
32,decision_close_2018_1,2018-01-18,train,T-05cd39e13715,1,Enflasyon ve enflasyon beklentilerinin bulunduğu yüksek seviyeler fiyatlama davranışları üzerinde risk oluşturmaya devam etmektedir,,,1,Son dönemde açıklanan veriler iktisadi faaliyetin gücünü koruduğuna işaret etmektedir. İç talep büyümeye devam ederken dış talepteki artışın ihracat üzerindeki olumlu etkisi sürmektedir,,,1,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
33,decision_close_2018_2,2018-03-07,train,T-290663070e1a,1,Enflasyon ve enflasyon beklentilerinin bulunduğu yüksek seviyeler fiyatlama davranışları üzerinde risk oluşturmaya devam etmektedir. Ana eğilime ilişkin göstergeler katılık sergilerken çekirdek enflasyonun yüksek seyrettiği gözlenmektedir.,,,1,Son dönemde açıklanan veriler iktisadi faaliyetin gücünü koruduğuna işaret etmektedir. İç talep büyümeye devam ederken dış talepteki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,"Enflasyon beklentileri, fiyatlama davranışları ve enflasyonu etkileyen diğer unsurlardaki gelişmeler yakından izlenerek ihtiyaç duyulması halinde ilave parasal sıkılaştırma yapılabilecektir.",,
34,decision_close_2018_3,2018-04-25,train,T-abeee1fbc317,1,Enflasyon ve enflasyon beklentilerinin bulunduğu yüksek seviyeler fiyatlama davranışları üzerinde risk oluşturmaya devam etmektedir. İthalat fiyatlarındaki yükseliş söz konusu riskleri artırmıştır.,,,1,Son dönemde açıklanan veriler iktisadi faaliyetin gücünü koruduğuna işaret etmektedir. İç talep büyümeye devam ederken dış talepteki artışın ihracat üzerindeki olumlu etkisi sürmektedir.,,,1,"Bu çerçevede Kurul, fiyat istikrarını desteklemek amacıyla ölçülü bir parasal sıkılaştırma yapılmasına karar vermiştir.",,
35,decision_close_2018_4,2018-05-23,train,T-4774281786ef,1,Yakın dönemde piyasalarda gözlenen sağlıksız fiyat oluşumları ve enflasyon beklentilerinde süregelen yükseliş genel fiyatlama davranışlarına dair riskleri artırmıştır,,,U,,,"Bu politika metninde iç veya dış talep koşullarına, iktisadi faaliyete, tüketim eğilimlerine ya da büyüme dinamiklerine ilişkin herhangi bir değerlendirmeye yer verilmemiştir",0,Enflasyon görünümünde belirgin bir iyileşme sağlanana kadar para politikasındaki sıkı duruş kararlılıkla sürdürülecektir.,maintain_only,
36,decision_close_2018_5,2018-06-07,train,T-a4e2489dc824,1,"Enflasyondaki yükselişte temelde maliyet yönlü gelişmeler etkili olmaktadır. Bununla birlikte, fiyat artışlarının alt kalemler bazında genele yayılan bir nitelik gösterdiği dikkat çekmektedir. Talep koşullarındaki ılımlı görünüme rağmen enflasyon ve enflasyon beklentilerinin bulunduğu yüksek seviyeler fiyatlama davranışları üzerinde risk oluşturmaya devam etmektedir.",,,0,Son dönemde açıklanan veriler iktisadi faaliyette dengelenme eğilimine işaret etmektedir. Dış talep gücünü korurken iç talep daha ılımlı seyretmektedir.,mixed_balanced,,1,"Bu çerçevede Kurul, fiyat istikrarını desteklemek amacıyla parasal sıkılaştırmanın güçlendirilmesine karar vermiştir.",,
